tweet_id,rating_numerator,rating_denominator,name,Time,Date,dog_stages,retweet_count,favorite_count,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
888917238123831296,12,10,Jim,00:22:39,2017-07-23,None,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,Golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
888804989199671297,13,10,Zeke,16:56:37,2017-07-22,None,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,Golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,13,10,Ralphus,00:23:06,2017-07-22,None,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,Malamute,0.111411,True
888078434458587136,12,10,Gerald,16:49:33,2017-07-20,None,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,Pug,0.000931908,True,Bull_mastiff,0.000903211,True
887705289381826560,13,10,Jeffrey,16:06:48,2017-07-19,None,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,Basset,0.821664,True,Redbone,0.0875815,True,Weimaraner,0.0262364,True
887473957103951883,13,10,Canela,00:47:34,2017-07-19,None,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,Beagle,0.0389148,True
887343217045368832,13,10,None,16:08:03,2017-07-18,None,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,Sea_lion,0.275645,False,Weimaraner,0.134203,True
887101392804085760,12,10,None,00:07:08,2017-07-18,None,6167,31061,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
886983233522544640,13,10,Maya,16:17:36,2017-07-17,None,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,Toy_terrier,0.143528,True,Can_opener,0.0322529,False
886736880519319552,13,10,Mingus,23:58:41,2017-07-16,None,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,Kuvasz,0.309706,True,Great_pyrenees,0.186136,True,Dandie_dinmont,0.0863463,True
886680336477933568,13,10,Derek,20:14:00,2017-07-16,None,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,Convertible,0.738995,False,Sports_car,0.139952,False,Car_wheel,0.0441726999999999,False
886366144734445568,12,10,Roscoe,23:25:31,2017-07-15,pupper,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
886258384151887873,13,10,Waffles,16:17:19,2017-07-15,None,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,Pug,0.943575,True,Shower_cap,0.0252856,False,Siamese_cat,0.00284892,False
885984800019947520,12,10,Jimbo,22:10:11,2017-07-14,None,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,13,10,Maisey,15:58:47,2017-07-13,None,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,Pug,0.369275,True,Labrador_retriever,0.265835,True,Kuvasz,0.134697,True
885311592912609280,13,10,Lilly,01:35:06,2017-07-13,None,19297,0,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,0.908703,True,Seat_belt,0.0570909,False,Pug,0.0119335,True
885167619883638784,13,10,None,16:03:00,2017-07-12,None,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,Malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,12,10,Earl,00:01:00,2017-07-12,None,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,13,10,Lola,20:47:12,2017-07-11,None,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,Chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,13,10,Kevin,00:00:02,2017-07-11,None,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,Pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,14,10,None,15:58:53,2017-07-10,None,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,12,10,Yogi,21:29:42,2017-07-09,doggo,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,Malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,12,10,Noah,00:00:04,2017-07-09,None,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,Miniature_pinscher,0.299603,True,Kelpie,0.0630203,True
883482846933004288,5,10,Bella,00:28:19,2017-07-08,None,10407,46860,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,Golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,Kuvasz,0.00550072,True
883360690899218434,13,10,Grizzwald,16:22:55,2017-07-07,floofer,3825,22986,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,Chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,13,10,None,00:17:54,2017-07-07,None,6949,37914,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,Golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,Kuvasz,0.00247094,True
882992080364220416,13,10,Rusty,15:58:11,2017-07-06,None,4122,24445,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.4667779999999999,True,Siberian_husky,0.406044,True,Dingo,0.0734143999999999,False
882762694511734784,12,10,Gus,00:46:41,2017-07-06,pupper,5134,28903,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_bay_retriever,0.074257,True,Flat-coated_retriever,0.0155793999999999,True
882627270321602560,13,10,Stanley,15:48:34,2017-07-05,None,6342,28382,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,13,10,Alfy,16:01:23,2017-07-04,None,12118,45880,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,Golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,Cocker_spaniel,0.0171995,True
882045870035918850,13,10,Koko,01:18:17,2017-07-04,None,5203,29900,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,Web_site,0.949591,False,Dhole,0.0173258,False,Golden_retriever,0.00694063,True
881906580714921986,12,10,Rey,16:04:48,2017-07-03,None,3533,24773,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_bay_retriever,0.278966,True,Koala,0.127017,False
881666595344535552,13,10,Gary,00:11:11,2017-07-03,None,11099,51522,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.250003,True,Golden_retriever,0.160739,True
881268444196462592,12,10,Elliot,21:49:04,2017-07-01,None,5358,23501,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,Tusker,0.473303,False,Indian_elephant,0.245646,False,Ibex,0.0556607,False
880935762899988482,13,10,Louis,23:47:07,2017-06-30,None,2886,17346,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,Street_sign,0.251801,False,Umbrella,0.115123,False,Traffic_light,0.0695338,False
880872448815771648,12,10,None,19:35:32,2017-06-30,None,3989,21734,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,12,10,Bella,16:39:47,2017-06-29,None,6546,29075,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,Golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,Cocker_spaniel,0.00937082,True
880221127280381952,12,10,Jesse,00:27:25,2017-06-29,None,4436,27640,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,Meerkat,0.104256,False,Clumber,0.0525802999999999,True
880095782870896641,11,10,None,16:09:20,2017-06-28,None,4533,28150,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,Miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,Beagle,0.106073,True
879862464715927552,13,10,Romeo,00:42:13,2017-06-28,None,3642,22667,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,Basset,0.813507,True,Beagle,0.146654,True,Cocker_spaniel,0.00948502,True
879492040517615616,12,10,Bailey,00:10:17,2017-06-27,None,3323,23822,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,True,Vizsla,0.1243529999999999,True,Bath_towel,0.0733202,False
879415818425184262,13,10,Duddles,19:07:24,2017-06-26,None,45849,107956,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879376492567855104,12,10,Jack,16:31:08,2017-06-26,None,3261,17099,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True
879050749262655488,11,10,Steven,18:56:45,2017-06-25,None,4941,23022,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,Tabby,0.311861,False,Window_screen,0.169123,False,Egyptian_cat,0.132932,False
879008229531029506,13,10,Beau,16:07:47,2017-06-25,None,2812,19317,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.960513,True,Miniature_pinscher,0.00943065,True,American_staffordshire_terrier,0.0087113,True
878776093423087618,13,10,Snoopy,00:45:22,2017-06-25,puppo,4319,19763,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,True,Whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True
878281511006478336,13,10,Shadow,16:00:04,2017-06-23,None,1349,7913,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.32042,True,Collie,0.215975,True,Appenzeller,0.1285069999999999,True
878057613040115712,14,10,Emmy,01:10:23,2017-06-23,None,7181,42876,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,Toy_terrier,0.0152433999999999,True
877736472329191424,13,10,Aja,03:54:17,2017-06-22,None,17300,71144,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
877611172832227328,14,10,None,19:36:23,2017-06-21,pupper,83,0,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.3647289999999999,True,Golden_retriever,0.202907,True,Irish_terrier,0.107473,True
877556246731214848,12,10,Penny,15:58:08,2017-06-21,None,3994,23258,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,Bathtub,0.000467919,False
877316821321428993,13,10,Dante,00:06:44,2017-06-21,None,5414,27907,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,Golden_retriever,0.0794058,True
877201837425926144,12,10,Nelly,16:29:50,2017-06-20,None,5880,27755,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,Basenji,8.17379e-05,True
876838120628539392,12,10,Ginger,16:24:33,2017-06-19,pupper,3506,21125,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,Bloodhound,0.575751,True,Redbone,0.24097,True,Tibetan_mastiff,0.0889348,True
876484053909872640,13,10,Benedict,16:57:37,2017-06-18,None,2511,19163,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,Chow,0.0167235999999999,True
876120275196170240,13,10,Venti,16:52:05,2017-06-17,None,4903,28490,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,True,Saint_bernard,0.346312,True,Greater_swiss_mountain_dog,0.0949327,True
875747767867523072,13,10,Goose,16:11:53,2017-06-16,None,4497,25773,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,True,Chesapeake_bay_retriever,0.179975,True,Vizsla,0.0046176,True
875144289856114688,13,10,Nugget,00:13:52,2017-06-15,None,5081,22185,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,True,Pembroke,0.223716,True,Dingo,0.160753,False
875021211251597312,12,10,None,16:04:48,2017-06-14,None,4922,26022,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_pyrenees,0.0460381999999999,True
874680097055178752,12,10,Cash,17:29:20,2017-06-13,None,4875,28439,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,Beagle,0.0360071,True
874296783580663808,13,10,Jed,16:06:11,2017-06-12,pupper,4308,26651,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,Cocker_spaniel,0.437216,True,Miniature_poodle,0.2771909999999999,True,Toy_poodle,0.157402,True
874057562936811520,12,10,None,00:15:36,2017-06-12,None,4125,23134,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,Flat-coated_retriever,0.8321770000000001,True,Black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True
874012996292530176,13,10,Sebastian,21:18:31,2017-06-11,puppo,11007,35501,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,Kelpie,0.0491819,True
873697596434513921,14,10,Walter,00:25:14,2017-06-11,None,12518,0,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,Laptop,0.153718,False,French_bulldog,0.0999839,True,Printer,0.0771299,False
873580283840344065,13,10,None,16:39:04,2017-06-10,None,4143,24837,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,Chow,0.0485295,True
873213775632977920,12,10,Sierra,16:22:42,2017-06-09,pupper,1667,7467,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,Vizsla,0.6197819999999999,True,Bloodhound,0.338069,True,Chesapeake_bay_retriever,0.0126763,True
872967104147763200,12,10,None,00:02:31,2017-06-09,doggo,5669,28031,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,True,Chesapeake_bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
872820683541237760,13,10,None,14:20:41,2017-06-08,None,3884,15029,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,Pug,0.99912,True,French_bulldog,0.00055192,True,Bull_mastiff,7.28904e-05,True
872620804844003328,13,10,Monkey,01:06:27,2017-06-08,None,3911,21309,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,Cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,Standard_poodle,0.149509,True
872486979161796608,12,10,None,16:14:40,2017-06-07,None,9429,41606,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True
872261713294495745,13,10,Harry,01:19:32,2017-06-07,None,6649,35085,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,True,Flat-coated_retriever,0.00817828,True,Chesapeake_bay_retriever,0.00735927,True
872122724285648897,12,10,Kody,16:07:15,2017-06-06,None,8549,35324,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,Basketball,0.808396,False,Pug,0.0667363,True,Dalmatian,0.0545697999999999,True
871879754684805121,13,10,Lassie,00:01:46,2017-06-06,None,11918,39090,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,True,Collie,0.0182607,True,Pomeranian,0.00851534,True
871762521631449091,12,10,Rover,16:15:56,2017-06-05,pupper,3678,20787,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,Golden_retriever,0.064608,True,Bloodhound,0.00338337,True
871515927908634625,12,10,Napolean,23:56:03,2017-06-04,doggo,3628,20730,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,Komondor,0.974781,True,Briard,0.0200412999999999,True,Swab,0.00322824,False
871032628920680449,13,10,Boomer,15:55:36,2017-06-03,None,3999,23255,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,Kelpie,0.398053,True,Macaque,0.0689549,False,Dingo,0.0506018,False
870804317367881728,11,10,None,00:48:22,2017-06-03,None,6393,33791,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,Home_theater,0.16829,False,Sandbar,0.0980404,False,Television,0.0797293999999999,False
870656317836468226,13,10,Cody,15:00:16,2017-06-02,None,2817,12819,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.945495,True,Cardigan,0.0458755,True,Beagle,0.00432943,True
870374049280663552,13,10,Zoey,20:18:38,2017-06-01,None,27680,85011,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden_retriever,0.841001,True,Great_pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True
870308999962521604,13,10,Rumble,16:00:09,2017-06-01,None,4384,22453,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_swiss_mountain_dog,0.6227520000000001,True,Appenzeller,0.158463,True,Entlebucher,0.148115,True
870063196459192321,14,10,Clifford,23:43:25,2017-05-31,None,8840,37771,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,Comic_book,0.534409,False,Envelope,0.2807219999999999,False,Book_jacket,0.0437855,False
869772420881756160,13,10,Dewey,04:27:59,2017-05-31,None,10663,43710,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.980148,True,Cardigan,0.0192711,True,Malamute,0.00013626,True
869702957897576449,13,10,Stanley,23:51:58,2017-05-30,None,6728,29116,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True
869596645499047938,12,10,Scout,16:49:31,2017-05-30,doggo,3327,16476,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,0.955156,True,Toy_terrier,0.00805373,True,Muzzle,0.00629563,False
869227993411051520,13,10,Gizmo,16:24:37,2017-05-29,None,4023,21112,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.664181,True,Chihuahua,0.169234,True,Cardigan,0.1327,True
868880397819494401,14,10,Walter,17:23:24,2017-05-28,None,12518,55098,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,Laptop,0.153718,False,French_bulldog,0.0999839,True,Printer,0.0771299,False
868622495443632128,13,10,None,00:18:35,2017-05-28,None,6275,28295,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,0.868107,True,Great_pyrenees,0.060973,True,Saint_bernard,0.0334889,True
868552278524837888,12,10,Cooper,19:39:34,2017-05-27,None,2240,10539,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet,0.378151,True,Italian_greyhound,0.275935,True,American_staffordshire_terrier,0.0949906,True
867900495410671616,12,10,None,00:29:37,2017-05-26,None,4439,24964,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,0.522644,True,Kuvasz,0.332461,True,Dalmatian,0.0320081,True
867774946302451713,13,10,Harold,16:10:44,2017-05-25,None,7788,35179,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,0.661953,True,Cardigan,0.175718,True,Collie,0.0871424,True
867421006826221569,12,10,Shikha,16:44:18,2017-05-24,puppo,2697,16755,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,0.6164569999999999,True,Siberian_husky,0.38133,True,Malamute,0.00167022,True
867072653475098625,13,10,None,17:40:04,2017-05-23,None,135,0,https://pbs.twimg.com/media/DAElHfmUMAEH9lB.jpg,Blenheim_spaniel,0.352946,True,Papillon,0.2117659999999999,True,Pekinese,0.112952,True
867051520902168576,13,10,None,16:16:06,2017-05-23,None,8425,33420,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.4714029999999999,True,Pekinese,0.302219,True,Pomeranian,0.156606,True
866686824827068416,12,10,Lili,16:06:55,2017-05-22,None,3727,20070,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat-coated_retriever,0.51473,True,Groenendael,0.306407,True,Curly-coated_retriever,0.0613140999999999,True
866450705531457537,13,10,Jamesy,00:28:40,2017-05-22,pupper,32883,106827,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,0.905334,True,Boston_bull,0.0780597,True,Pug,0.00177092,True
866334964761202691,12,10,Coco,16:48:45,2017-05-21,None,15546,54720,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.984086,True,Pomeranian,0.00791928,True,Keeshond,0.00332813,True
865718153858494464,13,10,Boomer,23:57:46,2017-05-19,None,6008,26640,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Golden_retriever,0.673664,True,Kuvasz,0.157523,True,Labrador_retriever,0.126073,True
865359393868664832,13,10,Sammy,00:12:11,2017-05-19,None,5384,27530,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_bay_retriever,0.832435,True,Labrador_retriever,0.163551,True,Weimaraner,0.00277025,True
865006731092295680,13,10,Nelly,00:50:50,2017-05-18,None,8209,29063,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.989882,True,Cardigan,0.00990646,True,Basenji,0.000134952,True
864873206498414592,14,10,None,16:00:15,2017-05-17,None,9361,33651,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,Pole,0.478616,False,Lakeside,0.1141819999999999,False,Wreck,0.0559265,False
864279568663928832,12,10,Meatball,00:41:21,2017-05-16,None,3266,15195,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Bull_mastiff,0.668613,True,French_bulldog,0.180562,True,Staffordshire_bullterrier,0.0522374,True
864197398364647424,13,10,Paisley,19:14:50,2017-05-15,None,9616,31459,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,Golden_retriever,0.945905,True,Labrador_retriever,0.0212636,True,Tibetan_mastiff,0.0204928,True
